ident,type,name,elevation_ft,continent,iso_country,iso_region,municipality,gps_code,local_code,coordinates
8813,55114,63597,714,107303,107310,107563,114243,8813,8813,154451
8814,55113,63598,275,107303,107310,107588,111339,8814,8814,154452
8815,55114,63599,674,107303,107310,107567,114609,8815,8815,154453
8816,55114,63600,1209,107303,107310,107568,114689,8816,8816,154454
8817,55114,63601,1056,107303,107310,107569,115161,8817,8817,154455
8818,55114,63602,394,107303,107310,107573,115162,8818,8818,154456
8819,55114,63603,2076,107303,107310,107572,112915,8819,8819,154457
8820,55114,63604,1651,107303,107310,107590,113067,8820,8820,154458
8821,55113,63605,149,107303,107310,107571,114984,8821,8821,154459
8822,55113,63606,3907,107303,107310,107592,115163,8822,8822,154460
8823,55114,63607,1570,107303,107310,107573,111571,8823,8823,154461
8824,55114,63608,872,107303,107310,107574,115164,8824,8824,154462
8825,55113,57318,984,107303,107310,107574,111802,8825,8825,154463
8826,55113,63609,799,107303,107310,107554,115165,8826,8826,154464
8827,55114,63610,1276,107303,107310,107554,115166,8827,8827,154465
8828,55114,63611,3846,107303,107310,107575,115085,8828,8828,154466
8829,55114,63612,2040,107303,107310,107549,115167,8829,8829,154467
8830,55114,63613,1313,107303,107310,107549,113834,8830,8830,154468
8831,55115,63614,752,107303,107310,107578,110863,111581,111581,154469
8832,55114,63615,594,107303,107310,107578,111526,8832,8832,154470
8833,55113,63616,622,107303,107310,107578,111273,8833,8833,154471
8834,55114,63617,1017,107303,107310,107578,115168,8834,8834,154472
8835,55114,63618,3703,107303,107310,107561,115169,111581,8835,154473
8836,55114,63619,4882,107303,107310,107555,115170,8836,8836,154474
8837,55116,63620,0,107303,107310,107581,115171,8837,8837,154475
8838,55114,63621,1879,107303,107310,107582,114068,8838,8838,154476
8839,55114,63622,1274,107303,107310,107583,115172,8839,8839,154477
8840,55115,63623,84,107303,107310,107578,110627,111581,111581,154478
8841,55116,63624,214,107303,107310,107551,110793,8841,8841,154479
8842,55114,63625,269,107303,107310,107553,111769,8842,8842,154480
8843,55113,63626,341,107303,107310,107556,113073,8843,8843,154481
8844,55114,63627,2753,107303,107310,107556,115173,8844,8844,154482
8845,55113,63628,228,107303,107310,107556,111548,8845,8845,154483
8846,55114,63629,4298,107303,107310,107557,111643,8846,8846,154484
8847,55114,63630,89,107303,107310,107558,113074,8847,8847,154485
8848,55113,63631,224,107303,107310,107558,111551,8848,8848,154486
8849,55114,59543,879,107303,107310,107559,115174,8849,8849,154487
8850,55114,63632,708,107303,107310,107563,114809,8850,8850,154488
8851,55113,56043,810,107303,107310,107562,110387,8851,8851,154489
8852,55114,63633,839,107303,107310,107563,112501,8852,8852,154490
8853,55114,60309,1065,107303,107310,107550,111260,8853,8853,154491
8854,55115,63634,794,107303,107310,107564,112184,111581,111581,154492
8855,55114,63635,434,107303,107310,107565,115175,8855,8855,154493
8856,55114,63636,717,107303,107310,107567,115176,8856,8856,154494
8857,55115,63637,1058,107303,107310,107568,112174,111581,111581,154495
8858,55113,63638,932,107303,107310,107569,115177,8858,8858,154496
8859,55114,63639,48,107303,107310,107572,112192,8859,8859,154497
8860,55114,63640,1352,107303,107310,107590,115178,8860,8860,154498
8861,55113,63641,124,107303,107310,107571,115179,8861,8861,154499
8862,55113,63642,44,107303,107310,107573,115180,8862,8862,154500
8863,55114,63643,1078,107303,107310,107574,112751,8863,8863,154501
8864,55113,63644,814,107303,107310,107574,112229,8864,8864,154502
8865,55113,63645,734,107303,107310,107554,114260,8865,8865,154503
8866,55113,63646,234,107303,107310,107575,112320,8866,8866,154504
8867,55113,63647,1114,107303,107310,107549,112606,8867,8867,154505
8868,55114,63648,764,107303,107310,107549,115181,8868,8868,154506
8869,55114,63649,924,107303,107310,107578,115182,8869,8869,154507
8870,55114,63650,869,107303,107310,107578,115183,8870,8870,154508
8871,55114,63651,394,107303,107310,107578,115184,8871,8871,154509
8872,55114,62941,1089,107303,107310,107578,114487,8872,8872,154510
8873,55113,63652,53,107303,107310,107581,114002,8873,8873,154511
8874,55114,63653,754,107303,107310,107582,115185,8874,8874,154512
8875,55115,63654,909,107303,107310,107583,115186,111581,111581,154513
8876,55114,63655,2186,107303,107310,107578,112875,8876,8876,154514
8877,55114,63656,579,107303,107310,107551,110695,8877,8877,154515
8878,55116,63657,642,107303,107310,107589,110439,8878,8878,154516
8879,55115,63658,282,107303,107310,107556,113673,111581,111581,154517
8880,55113,63659,1014,107303,107310,107556,110416,8880,8880,154518
8881,55113,63660,147,107303,107310,107556,114554,8881,8881,154519
8882,55114,63661,4518,107303,107310,107557,110940,8882,8882,154520
8883,55113,63662,48,107303,107310,107558,111818,8883,8883,154521
8884,55113,63663,42,107303,107310,107558,113188,8884,8884,154522
8885,55113,63664,1034,107303,107310,107559,112150,8885,8885,154523
8886,55114,63665,614,107303,107310,107563,113520,8886,8886,154524
8887,55114,63666,749,107303,107310,107562,111647,8887,8887,154525
8888,55114,63667,584,107303,107310,107563,111028,8888,8888,154526
8889,55115,63668,1824,107303,107310,107550,115187,111581,111581,154527
8890,55113,63669,884,107303,107310,107564,115188,8890,8890,154528
8891,55115,63670,203,107303,107310,107565,110927,111581,111581,154529
8892,55113,63671,760,107303,107310,107567,114358,8892,8892,154530
8893,55114,59461,1189,107303,107310,107568,113654,8893,8893,154531
8894,55114,63672,949,107303,107310,107569,115189,8894,8894,154532
8895,55113,63673,39,107303,107310,107573,115190,8895,8895,154533
8896,55114,63674,344,107303,107310,107572,114978,137406,8896,154534
8897,55114,56634,1665,107303,107310,107590,110457,8897,8897,154535
8898,55113,63675,109,107303,107310,107571,115191,8898,8898,154536
8899,55114,63676,874,107303,107310,107574,113151,8899,8899,154537
8900,55114,63677,724,107303,107310,107574,111800,8900,8900,154538
8901,55113,63678,684,107303,107310,107554,115192,8901,8901,154539
8902,55114,63679,4172,107303,107310,107575,115193,8902,8902,154540
8903,55114,63680,1392,107303,107310,107549,115194,8903,8903,154541
8904,55114,63681,2168,107303,107310,107578,110996,8904,8904,154542
8905,55114,63682,134,107303,107310,107578,115195,8905,8905,154543
8906,55113,63683,157,107303,107310,107578,110627,8906,8906,154544
8907,55114,61986,452,107303,107310,107578,115196,8907,8907,154545
8908,55114,63684,724,107303,107310,107581,114702,8908,8908,154546
8909,55113,63685,429,107303,107310,107582,111308,8909,8909,154547
8910,55114,63686,989,107303,107310,107583,114095,8910,8910,154548
8911,55114,63687,1489,107303,107310,107578,114466,8911,8911,154549
8912,55114,63688,334,107303,107310,107551,113168,8912,8912,154550
8913,55114,63689,2298,107303,107310,107555,113654,8913,8913,154551
8914,55114,63690,885,107303,107310,107583,112984,8914,8914,154552
8915,55113,63691,154,107303,107310,107556,112545,8915,8915,154553
8916,55113,63692,69,107303,107310,107556,110933,8916,8916,154554
8917,55114,63693,4780,107303,107310,107557,110923,8917,8917,154555
8918,55114,63694,643,107303,107310,107574,111361,8918,8918,154556
8919,55113,63695,121,107303,107310,107558,113991,8919,8919,154557
8920,55113,63696,89,107303,107310,107558,115197,8920,8920,154558
8921,55113,63697,39,107303,107310,107558,115198,8921,8921,154559
8922,55114,63698,707,107303,107310,107567,113747,8922,8922,154560
8923,55114,63699,844,107303,107310,107559,111833,8923,8923,154561
8924,55115,63700,944,107303,107310,107563,110856,111581,111581,154562
8925,55115,58018,774,107303,107310,107562,110761,111581,111581,154563
8926,55114,63701,669,107303,107310,107563,111028,8926,8926,154564
8927,55113,63702,1014,107303,107310,107564,111888,8927,8927,154565
8928,55114,63703,54,107303,107310,107565,110927,8928,8928,154566
8929,55114,63704,951,107303,107310,107563,115199,8929,8929,154567
8930,55114,58922,1034,107303,107310,107568,115200,8930,8930,154568
8931,55114,63705,984,107303,107310,107569,113914,8931,8931,154569
8932,55114,63706,874,107303,107310,107572,111388,8932,8932,154570
8933,55114,63707,1589,107303,107310,107597,111597,8933,8933,154571
8934,55114,63708,1204,107303,107310,107590,112208,8934,8934,154572
8935,55114,63709,3508,107303,107310,107593,115201,8935,8935,154573
8936,55114,63710,669,107303,107310,107573,112476,8936,8936,154574
8937,55114,63711,630,107303,107310,107574,113771,8937,8937,154575
8938,55113,63712,1400,107303,107310,107574,111802,8938,8938,154576
8939,55114,58449,1104,107303,107310,107554,110620,8939,8939,154577
8940,55115,63713,859,107303,107310,107554,112903,111581,111581,154578
8941,55114,63714,337,107303,107310,107575,110633,8941,8941,154579
8942,55114,59342,1234,107303,107310,107549,110912,8942,8942,154580
8943,55114,63715,3385,107303,107310,107578,115202,8943,8943,154581
8944,55114,63716,419,107303,107310,107578,111683,111581,111581,154582
8945,55114,63717,1963,107303,107310,107579,113234,8945,8945,154583
8946,55113,63718,921,107303,107310,107578,111268,8946,8946,154584
8947,55113,63719,510,107303,107310,107578,112613,8947,8947,154585
8948,55114,63720,339,107303,107310,107581,110525,8948,8948,154586
8949,55114,63721,174,107303,107310,107598,115203,8949,8949,154587
8950,55113,63722,84,107303,107310,107582,113013,8950,8950,154588
8951,55114,63723,824,107303,107310,107583,112998,8951,8951,154589
8952,55115,63724,69,107303,107310,107578,115204,111581,111581,154590
8953,55114,63725,284,107303,107310,107551,110695,8953,8953,154591
8954,55114,63726,271,107303,107310,107556,113082,8954,8954,154592
8955,55113,63727,49,107303,107310,107556,115205,8955,8955,154593
8956,55114,63728,3889,107303,107310,107557,115206,8956,8956,154594
8957,55114,63729,632,107303,107310,107574,115207,8957,8957,154595
8958,55113,63730,72,107303,107310,107558,113192,8958,8958,154596
8959,55116,63731,104,107303,107310,107558,110419,8959,8959,154597
8960,55114,63732,1059,107303,107310,107559,113616,8960,8960,154598
8961,55114,63733,859,107303,107310,107587,112589,8961,8961,154599
8962,55115,63734,729,107303,107310,107563,112632,111581,111581,154600
8963,55114,63735,649,107303,107310,107562,113457,8963,8963,154601
8964,55114,63736,458,107303,107310,107563,114861,8964,8964,154602
8965,55113,63737,1022,107303,107310,107550,111719,8965,8965,154603
8966,55113,63738,1022,107303,107310,107564,111631,8966,8966,154604
8967,55113,63739,64,107303,107310,107565,110927,8967,8967,154605
8968,55114,63740,784,107303,107310,107563,115208,8968,8968,154606
8969,55114,63741,934,107303,107310,107568,114389,8969,8969,154607
8970,55114,63742,1034,107303,107310,107569,115209,8970,8970,154608
8971,55114,63743,132,107303,107310,107572,115210,8971,8971,154609
8972,55114,63744,2229,107303,107310,107597,112708,8972,8972,154610
8973,55114,58302,2745,107303,107310,107590,113018,8973,8973,154611
8974,55114,63745,79,107303,107310,107571,115211,8974,8974,154612
8975,55114,63746,374,107303,107310,107573,112727,8975,8975,154613
8976,55113,63747,894,107303,107310,107574,112414,8976,8976,154614
8977,55114,63748,1076,107303,107310,107574,115212,8977,8977,154615
8978,55114,63749,599,107303,107310,107554,115213,8978,8978,154616
8979,55114,63750,2000,107303,107310,107575,111194,8979,8979,154617
8980,55113,63751,1229,107303,107310,107549,115214,8980,8980,154618
8981,55114,63752,342,107303,107310,107578,113095,8981,8981,154619
8982,55114,63753,2561,107303,107310,107578,115215,8982,8982,154620
8983,55113,63754,1608,107303,107310,107579,111258,8983,8983,154621
8984,55114,63755,249,107303,107310,107578,115216,8984,8984,154622
8985,55114,63756,1276,107303,107310,107578,115217,8985,8985,154623
8986,55114,57578,814,107303,107310,107581,110563,8986,8986,154624
8987,55114,63757,164,107303,107310,107582,110458,8987,8987,154625
8988,55114,63758,1094,107303,107310,107583,115218,8988,8988,154626
8989,55113,63759,83,107303,107310,107578,110580,8989,8989,154627
8990,55114,63760,954,107303,107310,107567,115219,8990,8990,154628
8991,55113,63761,766,107303,107310,107562,111022,8991,8991,154629
8992,55114,55984,852,107303,107310,107572,112913,8992,8992,154630
8993,55115,63762,94,107303,107310,107551,115220,111581,111581,154631
8994,55114,63763,1697,107303,107310,107551,115221,8994,8994,154632
8995,55114,63764,184,107303,107310,107551,110532,8995,8995,154633
8996,55114,63765,394,107303,107310,107551,115222,8996,8996,154634
8997,55115,63766,279,107303,107310,107551,113168,111581,111581,154635
8998,55114,63767,684,107303,107310,107551,115091,8998,8998,154636
8999,55114,63768,104,107303,107310,107551,115223,8999,8999,154637
9000,55114,63769,384,107303,107310,107551,110695,9000,9000,154638
9001,55114,63770,1657,107303,107310,107551,115224,9001,9001,154639
9002,55113,63771,476,107303,107310,107552,110410,9002,9002,154640
9003,55113,63772,634,107303,107310,107552,111238,9003,9003,154641
9004,55114,63773,477,107303,107310,107552,115225,9004,9004,154642
9005,55114,63774,0,107303,107310,107552,111753,9005,9005,154643
9006,55113,63775,365,107303,107310,107552,115226,9006,9006,154644
9007,55113,63776,290,107303,107310,107552,115227,9007,9007,154645
9008,55113,63777,646,107303,107310,107552,110533,9008,9008,154646
9009,55113,63778,1153,107303,107310,107552,111831,9009,9009,154647
9010,55113,63779,194,107303,107310,107552,110421,9010,9010,154648
9011,55114,63780,2368,107303,107310,107582,115228,9011,9011,154649
9012,55114,63781,245,107303,107310,107553,112943,9012,9012,154650
9013,55114,63782,814,107303,107310,107553,110955,9013,9013,154651
9014,55114,63783,3711,107303,107310,107555,112331,9014,9014,154652
9015,55114,63784,1491,107303,107310,107591,115229,9015,9015,154653
9016,55114,63785,956,107303,107310,107587,115230,9016,9016,154654
9017,55114,63786,994,107303,107310,107587,113627,9017,9017,154655
9018,55114,63787,926,107303,107310,107587,115231,9018,9018,154656
9019,55114,63788,2786,107303,107310,107556,114510,9019,9019,154657
9020,55113,63789,1249,107303,107310,107556,115232,9020,9020,154658
9021,55113,63790,1662,107303,107310,107556,110728,9021,9021,154659
9022,55113,63791,2775,107303,107310,107556,115233,9022,9022,154660
9023,55113,63792,1239,107303,107310,107556,114790,9023,9023,154661
9024,55114,63793,1452,107303,107310,107556,111631,9024,9024,154662
9025,55113,63794,3050,107303,107310,107556,112528,9025,9025,154663
9026,55113,63795,145,107303,107310,107556,112978,9026,9026,154664
9027,55114,63796,90,107303,107310,107556,111412,9027,9027,154665
9028,55113,63797,234,107303,107310,107556,112546,9028,9028,154666
9029,55114,63798,2621,107303,107310,107556,110590,9029,9029,154667
9030,55114,63799,1670,107303,107310,107556,113072,9030,9030,154668
9031,55114,63800,130,107303,107310,107556,115234,9031,9031,154669
9032,55113,63801,539,107303,107310,107556,115235,9032,9032,154670
9033,55113,63802,130,107303,107310,107556,111233,9033,9033,154671
9034,55113,63803,934,107303,107310,107556,110416,9034,9034,154672
9035,55114,63804,119,107303,107310,107556,111418,9035,9035,154673
9036,55113,63805,74,107303,107310,107556,111412,9036,9036,154674
9037,55113,63806,401,107303,107310,107556,110416,9037,9037,154675
9038,55114,63807,256,107303,107310,107556,114909,9038,9038,154676
9039,55114,63808,3889,107303,107310,107557,115206,9039,9039,154677
9040,55113,63809,5284,107303,107310,107557,113179,9040,9040,154678
9041,55114,63810,4153,107303,107310,107557,110356,9041,9041,154679
9042,55113,63811,4987,107303,107310,107557,115236,9042,9042,154680
9043,55114,63812,4319,107303,107310,107557,114134,9043,9043,154681
9044,55114,63813,4668,107303,107310,107557,111419,9044,9044,154682
9045,55113,63814,3654,107303,107310,107557,114557,9045,9045,154683
9046,55114,63815,4223,107303,107310,107557,115157,9046,9046,154684
9047,55114,55944,3673,107303,107310,107557,110642,9047,9047,154685
9048,55114,63816,4857,107303,107310,107557,111868,9048,9048,154686
9049,55114,63817,809,107303,107310,107567,112435,9049,9049,154687
9050,55114,63818,2235,107303,107310,107577,115237,9050,9050,154688
9051,55114,63819,1506,107303,107310,107577,115238,9051,9051,154689
9052,55114,63820,1610,107303,107310,107577,113077,9052,9052,154690
9053,55116,63821,176,107303,107310,107558,113438,9053,9053,154691
9054,55114,63822,74,107303,107310,107558,111581,9054,111581,154692
9055,55114,63823,124,107303,107310,107558,115239,9055,9055,154693
9056,55114,63824,226,107303,107310,107558,113129,9056,9056,154694
9057,55114,63825,234,107303,107310,107558,115240,9057,9057,154695
9058,55113,63826,134,107303,107310,107558,112178,9058,9058,154696
9059,55114,63827,64,107303,107310,107558,110359,9059,9059,154697
9060,55115,63828,151,107303,107310,107558,110419,111581,111581,154698
9061,55113,63829,89,107303,107310,107558,112971,9061,9061,154699
9062,55113,63830,51,107303,107310,107558,110650,9062,9062,154700
9063,55114,63831,84,107303,107310,107558,111465,9063,9063,154701
9064,55114,63832,88,107303,107310,107558,110547,9064,9064,154702
9065,55114,63833,101,107303,107310,107558,111715,9065,9065,154703
9066,55114,63834,124,107303,107310,107558,111715,9066,9066,154704
9067,55113,63835,64,107303,107310,107558,112399,9067,9067,154705
9068,55113,63836,141,107303,107310,107558,111644,9068,9068,154706
9069,55114,63837,194,107303,107310,107558,115241,9069,9069,154707
9070,55113,63838,209,107303,107310,107558,111392,9070,9070,154708
9071,55113,63839,111,107303,107310,107558,110967,9071,9071,154709
9072,55113,63840,43,107303,107310,107558,113439,9072,9072,154710
9073,55114,63841,1452,107303,107310,107573,114242,9073,9073,154711
9074,55114,63842,1359,107303,107310,107574,110387,9074,9074,154712
9075,55113,63843,1094,107303,107310,107559,111379,9075,9075,154713
9076,55114,63844,1104,107303,107310,107559,115242,9076,9076,154714
9077,55113,63845,434,107303,107310,107559,110763,9077,9077,154715
9078,55114,63846,294,107303,107310,107559,111341,9078,9078,154716
9079,55115,57977,434,107303,107310,107559,110763,111581,111581,154717
9080,55113,63847,774,107303,107310,107559,115243,9080,9080,154718
9081,55114,63848,934,107303,107310,107559,111343,9081,9081,154719
9082,55114,63849,654,107303,107310,107559,110641,9082,9082,154720
9083,55114,63850,1214,107303,107310,107559,112401,9083,9083,154721
9084,55114,63851,854,107303,107310,107559,115244,9084,9084,154722
9085,55113,63852,1009,107303,107310,107559,112068,9085,9085,154723
9086,55114,59305,518,107303,107310,107562,112950,9086,9086,154724
9087,55114,63853,884,107303,107310,107562,112601,9087,9087,154725
9088,55113,63854,667,107303,107310,107587,115245,9088,9088,154726
9089,55113,63855,1290,107303,107310,107587,115246,9089,9089,154727
9090,55114,63856,734,107303,107310,107587,115247,9090,9090,154728
9091,55114,63857,1279,107303,107310,107587,111725,9091,9091,154729
9092,55114,63858,3925,107303,107310,107561,110999,9092,9092,154730
9093,55114,63859,914,107303,107310,107562,110809,9093,9093,154731
9094,55114,63860,554,107303,107310,107562,115248,9094,9094,154732
9095,55114,63861,1119,107303,107310,107562,111128,9095,9095,154733
9096,55114,63862,494,107303,107310,107562,115249,9096,9096,154734
9097,55115,63863,849,107303,107310,107562,115250,111581,111581,154735
9098,55114,63864,824,107303,107310,107562,115251,9098,9098,154736
9099,55113,63865,814,107303,107310,107562,111022,9099,9099,154737
9100,55113,63866,829,107303,107310,107562,111022,9100,9100,154738
9101,55113,63867,814,107303,107310,107562,111022,9101,9101,154739
9102,55113,63868,914,107303,107310,107562,115252,9102,9102,154740
9103,55114,63869,887,107303,107310,107563,114040,9103,9103,154741
9104,55114,63870,934,107303,107310,107563,114040,9104,9104,154742
9105,55114,63871,984,107303,107310,107563,114040,9105,9105,154743
9106,55114,63872,799,107303,107310,107563,111029,9106,9106,154744
9107,55113,63873,1014,107303,107310,107563,114040,9107,9107,154745
9108,55114,63874,934,107303,107310,107563,114169,9108,9108,154746
9109,55114,63875,576,107303,107310,107563,112952,9109,9109,154747
9110,55116,63876,771,107303,107310,107563,114176,9110,9110,154748
9111,55113,63877,699,107303,107310,107563,115253,9111,9111,154749
9112,55116,63878,484,107303,107310,107563,115254,9112,9112,154750
9113,55113,63879,709,107303,107310,107562,110927,9113,9113,154751
9114,55114,63880,874,107303,107310,107562,114151,9114,9114,154752
9115,55113,57937,936,107303,107310,107562,111007,9115,9115,154753
9116,55113,63881,674,107303,107310,107562,112605,9116,9116,154754
9117,55113,63882,1014,107303,107310,107562,113710,9117,9117,154755
9118,55114,63883,859,107303,107310,107562,111459,9118,9118,154756
9119,55113,63884,846,107303,107310,107562,111003,9119,9119,154757
9120,55114,63885,889,107303,107310,107562,115255,9120,9120,154758
9121,55113,63886,789,107303,107310,107563,115256,9121,9121,154759
9122,55114,61100,649,107303,107310,107563,113525,9122,9122,154760
9123,55114,63887,874,107303,107310,107562,112501,9123,9123,154761
9124,55113,63888,484,107303,107310,107563,112007,9124,9124,154762
9125,55113,63889,684,107303,107310,107563,111539,9125,9125,154763
9126,55114,63890,684,107303,107310,107563,115257,9126,9126,154764
9127,55113,63891,784,107303,107310,107563,110867,9127,9127,154765
9128,55113,63892,843,107303,107310,107563,115258,9128,9128,154766
9129,55113,63893,624,107303,107310,107563,115259,9129,9129,154767
9130,55114,63894,2376,107303,107310,107550,115260,9130,9130,154768
9131,55115,63895,1254,107303,107310,107550,115261,111581,111581,154769
9132,55114,63896,1174,107303,107310,107550,115262,9132,9132,154770
9133,55114,63897,2215,107303,107310,107550,112642,9133,9133,154771
9134,55114,63898,2664,107303,107310,107550,115263,9134,9134,154772
9135,55116,63899,0,107303,107310,107551,111638,9135,9135,154773
9136,55114,63900,1521,107303,107310,107551,115264,9136,9136,154774
9137,55114,63901,3010,107303,107310,107550,113232,9137,9137,154775
9138,55114,63902,954,107303,107310,107550,115265,9138,9138,154776
9139,55114,63526,1194,107303,107310,107550,111113,9139,9139,154777
9140,55114,63903,1134,107303,107310,107550,115266,9140,9140,154778
9141,55114,63904,2095,107303,107310,107550,114775,9141,9141,154779
9142,55114,59435,924,107303,107310,107550,111036,9142,9142,154780
9143,55113,63905,1472,107303,107310,107550,110713,9143,9143,154781
9144,55114,63906,1106,107303,107310,107550,113554,9144,9144,154782
9145,55114,63907,1256,107303,107310,107550,114102,9145,9145,154783
9146,55114,63908,1084,107303,107310,107550,111353,9146,9146,154784
9147,55113,63909,902,107303,107310,107564,110764,9147,9147,154785
9148,55114,59754,913,107303,107310,107564,115267,9148,9148,154786
9149,55114,63910,1014,107303,107310,107564,115268,9149,9149,154787
9150,55114,63911,984,107303,107310,107564,114618,9150,9150,154788
9151,55114,63912,964,107303,107310,107564,112683,9151,9151,154789
9152,55113,63913,41,107303,107310,107565,111057,9152,9152,154790
9153,55113,63914,39,107303,107310,107565,111059,9153,9153,154791
9154,55113,63915,86,107303,107310,107565,110606,9154,9154,154792
9155,55113,63916,0,107303,107310,107565,111059,9155,9155,154793
9156,55113,63917,37,107303,107310,107565,111059,9156,9156,154794
9157,55113,63918,0,107303,107310,107565,111059,9157,9157,154795
9158,55113,63919,0,107303,107310,107565,111059,9158,9158,154796
9159,55113,63920,39,107303,107310,107565,115269,9159,9159,154797
9160,55113,63921,94,107303,107310,107565,110371,9160,9160,154798
9161,55114,63922,74,107303,107310,107565,114674,9161,9161,154799
9162,55114,63923,604,107303,107310,107563,115270,9162,9162,154800
9163,55114,63480,948,107303,107310,107563,111695,9163,9163,154801
9164,55114,63924,704,107303,107310,107563,115271,9164,9164,154802
9165,55114,63925,624,107303,107310,107563,112174,9165,9165,154803
9166,55113,63926,519,107303,107310,107563,111690,9166,9166,154804
9167,55113,63927,768,107303,107310,107563,111251,9167,9167,154805
9168,55113,63928,774,107303,107310,107563,111251,9168,9168,154806
9169,55114,63929,639,107303,107310,107563,113225,9169,9169,154807
9170,55113,63930,436,107303,107310,107563,115272,9170,9170,154808
9171,55114,63931,279,107303,107310,107553,114111,9171,9171,154809
9172,55114,63932,1504,107303,107310,107597,115273,9172,9172,154810
9173,55114,63933,439,107303,107310,107564,115274,9173,9173,154811
9174,55114,63934,219,107303,107310,107588,112661,9174,9174,154812
9175,55114,63935,594,107303,107310,107566,113430,9175,9175,154813
9176,55113,63936,69,107303,107310,107566,115275,9176,9176,154814
9177,55113,63937,257,107303,107310,107566,110718,9177,9177,154815
9178,55113,63938,354,107303,107310,107566,110718,9178,9178,154816
9179,55114,63939,89,107303,107310,107566,112447,9179,9179,154817
9180,55114,63940,644,107303,107310,107566,115276,9180,9180,154818
9181,55114,63941,69,107303,107310,107566,113947,9181,9181,154819
9182,55114,63942,59,107303,107310,107566,114960,9182,9182,154820
9183,55114,63943,674,107303,107310,107567,115277,9183,9183,154821
9184,55113,63944,789,107303,107310,107567,111078,9184,9184,154822
9185,55113,63945,679,107303,107310,107567,115278,9185,9185,154823
9186,55114,63946,864,107303,107310,107567,115279,9186,9186,154824
9187,55114,63947,905,107303,107310,107567,115280,9187,9187,154825
9188,55113,63948,644,107303,107310,107567,115277,9188,9188,154826
9189,55113,63949,669,107303,107310,107567,115281,9189,9189,154827
9190,55114,63950,839,107303,107310,107567,115282,9190,9190,154828
9191,55114,63951,884,107303,107310,107567,115283,9191,9191,154829
9192,55114,63952,1034,107303,107310,107567,115284,9192,9192,154830
9193,55116,63953,954,107303,107310,107568,115285,9193,9193,154831
9194,55114,63954,854,107303,107310,107568,115286,9194,9194,154832
9195,55114,63955,1289,107303,107310,107568,113757,9195,9195,154833
9196,55115,63956,1322,107303,107310,107568,112345,111581,111581,154834
9197,55114,63957,934,107303,107310,107568,115287,9197,9197,154835
9198,55114,63958,1040,107303,107310,107568,63958,9198,9198,154836
9199,55113,63959,742,107303,107310,107568,115288,9199,9199,154837
9200,55114,61399,1159,107303,107310,107568,112676,9200,9200,154838
9201,55115,63960,1061,107303,107310,107568,115289,111581,111581,154839
9202,55113,63961,547,107303,107310,107569,113549,9202,9202,154840
9203,55113,63962,959,107303,107310,107569,111128,9203,9203,154841
9204,55114,63963,794,107303,107310,107569,111285,9204,9204,154842
9205,55114,63964,834,107303,107310,107569,115290,9205,9205,154843
9206,55114,63965,1077,107303,107310,107569,110424,9206,9206,154844
9207,55113,63966,542,107303,107310,107569,113760,9207,9207,154845
9208,55114,63967,814,107303,107310,107569,111966,9208,9208,154846
9209,55114,63968,1432,107303,107310,107569,114026,9209,9209,154847
9210,55113,63969,667,107303,107310,107569,112672,9210,9210,154848
9211,55114,63970,196,107303,107310,107594,114151,9211,9211,154849
9212,55114,63971,384,107303,107310,107594,111386,9212,9212,154850
9213,55113,63972,170,107303,107310,107594,115291,9213,9213,154851
9214,55113,63973,639,107303,107310,107572,111854,9214,9214,154852
9215,55114,57287,616,107303,107310,107549,110719,9215,9215,154853
9216,55114,63974,1432,107303,107310,107549,115292,9216,9216,154854
9217,55114,63975,368,107303,107310,107549,110739,9217,9217,154855
9218,55114,63976,1801,107303,107310,107597,115293,9218,9218,154856
9219,55116,63977,1452,107303,107310,107597,112193,9219,9219,154857
9220,55114,63978,1536,107303,107310,107597,111600,9220,9220,154858
9221,55113,63979,1500,107303,107310,107597,115294,9221,9221,154859
9222,55114,63980,1229,107303,107310,107597,111767,9222,9222,154860
9223,55113,63981,39,107303,107310,107572,111438,9223,9223,154861
9224,55114,63982,514,107303,107310,107572,111472,9224,9224,154862
9225,55114,63983,1034,107303,107310,107572,115295,9225,9225,154863
9226,55114,63984,87,107303,107310,107572,115296,9226,9226,154864
9227,55114,63985,559,107303,107310,107572,111975,9227,9227,154865
9228,55114,57033,177,107303,107310,107572,115297,111581,138750,154866
9229,55114,62669,654,107303,107310,107572,112226,9229,9229,154867
9230,55114,63986,74,107303,107310,107572,110424,9230,9230,154868
9231,55114,63987,343,107303,107310,107572,115129,9231,9231,154869
9232,55114,63988,2079,107303,107310,107572,111135,9232,9232,154870
9233,55114,63989,1618,107303,107310,107597,115298,9233,9233,154871
9234,55114,63990,854,107303,107310,107597,113374,9234,9234,154872
9235,55114,63991,1054,107303,107310,107597,115299,9235,9235,154873
9236,55114,63992,1059,107303,107310,107597,115299,9236,9236,154874
9237,55114,63993,1134,107303,107310,107590,115300,9237,9237,154875
9238,55114,55234,3162,107303,107310,107590,115301,9238,9238,154876
9239,55114,63994,1325,107303,107310,107590,115302,9239,9239,154877
9240,55114,63995,2067,107303,107310,107590,115303,9240,9240,154878
9241,55114,63996,2000,107303,107310,107590,111039,9241,9241,154879
9242,55114,58181,1952,107303,107310,107590,111039,9242,9242,154880
9243,55114,63997,1702,107303,107310,107590,114630,9243,9243,154881
